"","V1","V2","V3","V4","V5","V6","V7","V8"
"112",4.625,8.298982,-1.154868,19.01733,810.744,632.1478,304.4394,0.5916103
"113",4.666667,8.215878,-1.524403,19.441,903.9566,723.9489,443.9639,0.6862497
"114",4.708333,8.186792,-1.923566,19.42052,944.1792,715.5648,489.0287,0.7124044
"115",4.75,8.417821,-2.054426,19.63043,929.729,671.1456,360.5379,0.6754765
"116",4.791667,8.534997,-2.447005,19.69827,861.4841,661.4113,380.8009,0.6184976
"117",4.833333,8.383748,-2.823947,19.22853,747.8768,581.8839,382.9279,0.3939237
"118",4.875,8.527518,-2.853575,16.97195,595.4736,611.4699,472.5258,0.2561305
"119",4.916667,8.259092,-3.566308,13.55701,418.0662,389.0915,263.0777,0.03845391
"120",4.958333,7.879308,-3.286482,12.93111,235.5372,294.7107,215.3352,0
"121",5,6.565437,-2.7293,11.9417,76.98813,112.9022,72.48739,0.01153617
"122",5.041667,5.639661,-3.192658,11.15196,2.579075,6.308176,2.240899,0.01770101
"123",5.083333,5.709468,-3.37043,10.86013,1.293504e-13,0,0,0.006164833
"124",5.125,5.152673,-3.433802,9.950075,1.293504e-13,0,0,0.09460882
"125",5.166667,4.843527,-3.823913,9.759361,1.293504e-13,0,0,0.1546091
"126",5.208333,4.65405,-4.133367,10.13055,1.293504e-13,0,0,0.2168831
"127",5.25,4.211107,-4.047773,10.69501,1.293504e-13,0,0,0.4461722
"128",5.291667,4.039082,-3.840373,10.96893,1.293504e-13,0,0,0.2099858
"129",5.333333,3.911933,-3.485652,11.05084,1.293504e-13,0,0,0.5630446
"130",5.375,3.946837,-3.081551,9.857918,1.293504e-13,0,0,0.7062396
"131",5.416667,3.830492,-2.609139,13.15254,18.16327,19.95238,4.595742,0.7193322
"132",5.458333,4.542691,-2.6149,14.08564,131.4962,136.9862,88.17368,0.2456015
"133",5.5,6.688431,-0.7927403,14.80497,305.6844,315.5297,227.5842,0.2669342
"134",5.541667,7.28013,-0.4322588,14.80369,493.8654,447.679,353.4354,0.2000671
"135",5.583333,7.626673,-0.1713624,15.54991,669.3705,690.4329,513.2988,0.08780309
"136",5.625,7.329992,0.4063957,19.13765,815.2071,902.1095,812.6867,0.01693803
"137",5.666667,6.860456,0.8779845,19.53956,913.2303,1024.686,926.175,0.003082416
"138",5.708333,6.655189,1.118306,20.91296,955.7758,1040.93,919.4333,0
"139",5.75,6.892035,1.291139,21.33534,942.7158,1048.508,937.1895,0
"140",5.791667,7.349106,1.495247,21.21247,877.1598,981.4152,873.6658,0.1637953
"141",5.833333,7.630828,1.532283,20.26274,761.3392,860.5521,760.1965,0.01001022
"142",5.875,7.654097,1.378379,18.33767,606.613,694.4032,600.0862,0.008453756
"143",5.916667,7.219464,1.635983,15.58831,426.2241,511.1033,436.1967,0.01690751
"144",5.958333,7.173757,1.394016,14.29043,239.104,305.1706,242.0741,0.1392581
"145",6,6.724165,0.6096809,13.01303,77.35395,114.7161,75.98167,0.3077381
"146",6.041667,5.981218,-0.1590171,12.10297,2.560783,6.570177,2.354843,0.3084095
"147",6.083333,5.667916,-0.4832859,11.64859,1.293504e-13,0,0,0.9022477
"148",6.125,5.609744,-0.5672336,9.754241,1.293504e-13,0,0,1
"149",6.166667,5.112783,-0.5762868,9.874557,1.293504e-13,0,0,1
"150",6.208333,4.695602,-0.5318439,9.685123,1.293504e-13,0,0,0.7966978
"151",6.25,4.12551,-0.6083845,9.225616,1.293504e-13,0,0,0.003082416
"152",6.291667,3.370928,-0.7952094,8.999063,1.293504e-13,0,0,0.003082416
"153",6.333333,2.500831,-1.016601,8.471718,1.293504e-13,0,0,0.003082416
"154",6.375,1.679766,-1.292312,6.495455,1.293504e-13,0,0,0.01309264
"155",6.416667,1.595,-1.857725,10.09855,18.36448,32.26642,18.57287,0.05386599
"156",6.458333,2.709422,-1.716166,11.31708,134.7155,175.9034,126.7817,0.03927792
"157",6.5,3.437411,-0.8314221,12.37816,311.1352,383.2872,315.2641,0.02233989
"158",6.541667,3.426607,-0.5507733,13.813,497.5054,567.9777,482.382,0.01770101
"159",6.583333,3.301121,-0.002643845,15.04049,669.1144,745.7353,641.4099,0.03000015
"160",6.625,3.626887,0.3084566,20.29218,809.4088,841.1237,722.3671,0.01309264
"161",6.666667,3.833816,0.5578308,21.32383,906.1332,990.303,877.7298,0.01001022
"162",6.708333,3.877861,0.7438327,22.09948,950.6177,1062.111,972.0184,0.001556468
"163",6.75,3.808054,0.8853917,22.9929,939.4966,1046.391,957.0538,0
"164",6.791667,3.917751,0.9084362,23.45624,874.2515,979.9238,891.441,0.008453756
"165",6.833333,4.206952,0.9323037,23.44088,759.4369,859.2623,772.4645,0
"166",6.875,4.595047,0.7644082,22.99418,605.0217,689.9694,611.8604,0
"167",6.916667,4.388949,0.7890987,20.0349,424.9437,504.3719,433.595,0
"168",6.958333,4.952393,0.6491858,19.15941,238.4821,300.6561,242.302,0
"169",7,5.012228,0.4870514,17.99976,77.00642,113.8293,77.80477,0
"170",7.041667,4.826906,-0.106344,17.07563,2.487618,6.408946,2.525759,0.1753468
"171",7.083333,4.39726,-0.7680498,15.99022,1.293504e-13,0,0,0.9399387
"172",7.125,3.951823,-1.160629,11.28252,1.293504e-13,0,0,0.8961744
"173",7.166667,3.527163,-1.331817,10.93309,1.293504e-13,0,0,0.7945615
"174",7.208333,3.219679,-1.572961,10.72957,1.293504e-13,0,0,0.8861032
"175",7.25,3.182282,-1.621519,10.09471,1.293504e-13,0,0,0.8915356
"176",7.291667,3.159013,-1.647032,9.749121,1.293504e-13,0,0,0.6607969
"177",7.333333,2.842388,-1.605881,9.244816,1.293504e-13,0,0,0.6522821
"178",7.375,2.471745,-1.875008,7.162316,1.293504e-13,0,0,0.4346055
"179",7.416667,2.377838,-2.255242,11.30812,16.97434,29.62626,15.68629,0.4377184
"180",7.458333,2.99613,-2.023974,11.82778,130.2158,170.1595,112.4058,0.4323165
"181",7.5,3.064275,-1.857725,13.52117,304.4954,369.7438,299.8817,0.2707491
"182",7.541667,3.128265,-1.519464,15.47056,489.8962,570.638,490.624,0.3576671
"183",7.583333,3.181451,-1.077504,16.93227,663.9197,747.3677,653.298,0.05383547
"184",7.625,3.097516,-0.4767017,23.81975,811.183,905.2535,808.7936,0
"185",7.666667,3.093361,0.005586326,25.19059,915.3155,1012.916,915.3693,0
"186",7.708333,3.293641,0.2212168,26.80591,963.3484,1062.676,963.4157,0
"187",7.75,3.597801,0.2261549,27.40365,952.4285,1051.49,952.6669,0
"188",7.791667,3.920244,0.3479615,28.02955,887.6407,983.8941,887.8518,0
"189",7.833333,4.168724,0.4854053,28.08715,770.9056,862.2854,771.0212,0
"190",7.875,4.33327,0.6714072,28.23562,614.2771,698.6759,614.8229,0
"191",7.916667,4.203628,1.166041,24.29334,432.059,506.2866,432.0567,0
"192",7.958333,4.246011,1.335582,23.79415,242.9452,303.0343,242.9476,0
"193",8,3.851268,0.95041,23.00954,78.5246,114.8773,78.52642,0
"194",8.041667,3.465666,0.3825282,22.05596,2.50591,6.348484,2.506768,0
"195",8.083333,3.082558,0.07471977,21.06399,1.293504e-13,0,0,0
"196",8.125,2.365372,-0.3079832,14.94321,1.293504e-13,0,0,0
"197",8.166667,1.441258,-0.6725798,13.68501,1.293504e-13,0,0,0
"198",8.208333,1.294995,-1.161452,12.27833,1.293504e-13,0,0,0
"199",8.25,1.05067,-1.156514,11.38875,1.293504e-13,0,0,0
"200",8.291667,0.9193661,-0.919485,10.55934,1.293504e-13,0,0,0
"201",8.333333,0.8869556,-0.7153767,9.480329,1.293504e-13,0,0,0
"202",8.375,1.076432,-0.6437742,6.764248,1.293504e-13,0,0,0
"203",8.416667,1.496937,-0.8380063,10.05759,16.37072,28.94103,16.36996,0
"204",8.458333,1.120477,-0.7178458,12.71224,131.1121,178.3017,131.2065,0
"205",8.5,0.9467903,-0.6034464,14.41715,309.3061,375.8303,309.6998,0
"206",8.541667,0.9858491,-0.7450053,16.30125,498.6577,577.4097,498.657,0
"207",8.583333,0.9675663,-1.022362,18.57958,674.6933,762.2413,674.6815,0
"208",8.625,1.11466,-1.381198,26.00465,820.4201,914.0205,820.4349,0
"209",8.666667,1.413003,-1.795175,27.7582,921.7174,1019.264,921.7122,0
"210",8.708333,2.006364,-2.073355,28.89225,970.2077,1069.649,970.1953,0
"211",8.75,2.806653,-2.090638,30.01093,962.3607,1061.467,962.5231,0
"212",8.791667,3.72495,-1.869247,30.85187,896.8412,993.3261,896.9673,0
"213",8.833333,4.606681,-1.537571,30.60868,781.3316,873.4909,782.2447,0
"214",8.875,5.634675,-1.014955,30.28741,623.0569,707.8862,623.9005,0
"215",8.916667,6.553803,-0.6289599,27.1835,437.8574,514.8721,441.628,0
"216",8.958333,6.618624,-0.2553101,25.89969,246.2193,306.6822,246.7648,0
"217",9,5.59063,-0.489047,24.39958,79.85986,116.3083,79.87476,0
"218",9.041667,5.176773,-0.6659957,22.85722,2.542492,6.32833,2.54475,0
"219",9.083333,4.811947,-0.6594115,20.59553,1.293504e-13,0,0,0
"220",9.125,4.42136,-0.8668119,17.9908,1.293504e-13,0,0,0
"221",9.166667,4.091438,-1.29725,16.65196,1.293504e-13,0,0,0
"222",9.208333,4.014151,-1.832211,16.09006,1.293504e-13,0,0,0
"223",9.25,4.079803,-2.194339,15.8827,1.293504e-13,0,0,0
"224",9.291667,4.249335,-2.357296,15.78799,1.293504e-13,0,0,0
"225",9.333333,4.328283,-2.527661,15.36176,1.293504e-13,0,0,0.1399905
"226",9.375,4.286731,-2.617369,12.23481,1.293504e-13,0,0,0.07690782
"227",9.416667,4.484518,-2.690618,15.72783,14.28551,25.43424,13.16053,0.03384554
"228",9.458333,4.442967,-2.704609,17.87945,121.2897,158.2486,104.8095,0.008453756
"229",9.5,5.357939,-2.126028,18.69734,291.2891,335.5829,255.8233,0.2345536
"230",9.541667,6.483165,-1.187789,19.71875,471.1842,507.5563,395.3098,0.6484061
"231",9.583333,7.474593,-0.2232124,20.44449,635.934,611.1675,477.7103,0.8845772
"232",9.625,6.888711,0.01957762,22.75482,773.0639,687.4703,516.0145,0.8230968
"233",9.666667,6.389257,0.02780779,22.38747,873.7942,759.3996,524.9781,0.6138587
"234",9.708333,6.317788,0.02616176,22.72282,925.4123,843.7236,635.8836,0.2292433
"235",9.75,6.513082,0.037684,23.36281,923.2722,936.2502,816.5608,0.1238765
"236",9.791667,6.361002,0.1183397,23.42808,865.2339,903.9233,751.6887,0.1154228
"237",9.833333,5.968752,0.2747129,23.65976,756.1628,824.2952,717.9992,0.04925763
"238",9.875,5.449353,0.5463086,23.15417,605.2046,683.238,584.3999,0.01617506
"239",9.916667,4.67815,0.4829363,20.9552,426.718,481.8197,401.6337,0.02307235
"240",9.958333,3.998361,0.7709923,20.55457,239.9454,287.8987,228.2299,0.03616499
"241",10,3.367604,0.5866364,19.83139,77.07958,104.5787,64.34039,0.03460852
"242",10.04167,2.658728,0.133977,19.05445,2.322996,5.985713,2.354843,0.003082416
"243",10.08333,2.720225,0.2105176,18.39015,1.293504e-13,0,0,0.0215464
"244",10.125,2.610528,0.2508454,12.73399,1.293504e-13,0,0,0.01690751
"245",10.16667,1.997222,0.1924112,11.76506,1.293504e-13,0,0,0.01153617
"246",10.20833,1.778659,0.0426221,10.4083,1.293504e-13,0,0,0.03000015
"247",10.25,1.762038,-0.4116834,9.508488,1.293504e-13,0,0,0.01690751
"248",10.29167,0.7232412,-0.3614793,9.220496,1.293504e-13,0,0,0
"249",10.33333,0.5969234,-0.1680703,8.158127,1.293504e-13,0,0,0.003082416
"250",10.375,0.7996966,-0.1137512,6.718169,1.293504e-13,0,0,0.01693803
"251",10.41667,0.960087,-0.4050992,9.362572,14.06602,25.53501,14.11007,0.05310302
"252",10.45833,0.7124377,-0.002643845,11.61659,123.9785,159.5989,112.4058,0.06231975
"253",10.5,-0.0180446,0.9067901,12.89911,298.9349,332.3381,271.0918,0.09772176
"254",10.54167,-0.5831503,1.146288,14.40307,484.8112,541.0924,461.3783,0.1561656
"255",10.58333,-1.450754,0.5594769,15.73423,655.8898,727.637,637.4408,0.1192376
"256",10.625,-2.221126,-0.1771235,21.03583,796.0378,787.6151,668.7944,0.160774
"257",10.66667,-1.900345,-0.8314221,23.16057,892.744,970.0887,834.2221,0.1161552
"258",10.70833,-1.114184,-1.717812,24.33558,938.1613,998.1832,881.0721,0.03155662
"259",10.75,-0.7310751,-2.281578,26.03025,928.5035,987.7636,840.8119,0.1400211
"260",10.79167,-0.4983845,-2.218206,27.18862,863.6608,970.915,844.686,0.2138617
"261",10.83333,-0.7427096,-1.769662,27.56492,751.3156,845.4568,750.1315,0.5145499
"262",10.875,-0.6379988,-1.328524,28.64265,598.7295,656.3728,536.4294,0.3361513
"263",10.91667,-0.1061346,-0.8947945,25.85489,420.4075,393.3239,322.3286,0.760014
"264",10.95833,-0.05211715,-0.05449393,26.03153,235.6652,250.0295,181.4748,0.9984435
"265",11,-1.240501,-0.08741461,25.44019,75.52482,101.1324,61.32087,1
"266",11.04167,-2.203674,-0.9079627,23.90679,2.176666,5.421404,0.8165988,0.9984435
"267",11.08333,-0.8233203,-1.143346,23.5164,1.293504e-13,0,0,1
"268",11.125,-0.6222091,-1.90546,18.35431,1.293504e-13,0,0,1
"269",11.16667,-0.6313505,-1.393543,17.52234,1.293504e-13,0,0,0.514611
"270",11.20833,-0.5648675,-1.622342,16.08238,1.293504e-13,0,0,0.1577526
"271",11.25,0.5071713,-1.420702,15.17616,1.293504e-13,0,0,0.833107
"272",11.29167,1.224357,-0.4371969,14.42739,1.293504e-13,0,0,1
"273",11.33333,1.168677,-0.2125132,14.31219,1.293504e-13,0,0,0.8977004
"274",11.375,1.495275,-0.488224,11.37595,1.293504e-13,0,0,0.5977141
"275",11.41667,1.935725,-1.109602,14.5413,12.73075,21.16161,7.482324,0.9845879
"276",11.45833,1.84348,-0.9491136,14.88945,120.1373,118.8678,32.03726,0.9984435
"277",11.5,1.932401,-0.7236069,16.23469,295.5693,255.7129,83.21711,1
"278",11.54167,2.681166,-0.4289667,18.25191,484.4271,440.9476,214.9174,1
"279",11.58333,2.975354,-0.08823763,19.58948,660.1334,554.1924,260.457,1
"280",11.625,3.604449,-0.05120186,21.78077,803.8482,302.1475,28.65692,1
"281",11.66667,4.233545,-0.2470799,21.93437,901.6701,450.2788,57.08595,1
"282",11.70833,4.458756,-0.5532423,21.25727,944.6364,315.6305,5.146471,1
"283",11.75,4.05321,-2.334251,20.81824,930.1314,340.8431,20.69983,0.9492469
"284",11.79167,3.913595,-3.576184,20.11042,862.3072,600.4054,186.1845,0.7769521
"285",11.83333,4.476208,-3.071675,20.52641,747.9866,494.8996,186.7353,0.5360048
"286",11.875,5.349629,-2.143311,21.40318,595.8029,491.3525,266.591,0.3377993
"287",11.91667,5.624702,-1.222355,20.16034,417.298,433.4906,323.0123,0.1930478
"288",11.95833,5.627196,-0.9910875,19.44484,231.8607,258.8166,178.0945,0.0392474
"289",12,5.089514,-0.9285382,18.61158,72.50675,106.9165,69.06907,0.1439275
"290",12.04167,4.640754,-0.9943795,17.52362,1.902296,4.83694,1.538244,0.4569454
"291",12.08333,4.072324,-1.23717,17.21514,1.293504e-13,0,0,0.5007859
"292",12.125,3.835478,-1.763078,14.40947,1.293504e-13,0,0,0.6391894
"293",12.16667,3.884509,-2.141665,14.51826,1.293504e-13,0,0,0.2645537
"294",12.20833,3.610267,-2.609962,14.33267,1.293504e-13,0,0,0.07690782
"295",12.25,3.613591,-2.835469,14.19059,1.293504e-13,0,0,0.01846398
"296",12.29167,3.878692,-2.712839,13.84244,1.293504e-13,0,0,0
"297",12.33333,3.788109,-2.419845,13.45205,1.293504e-13,0,0,0.001556468
"298",12.375,3.462342,-2.257711,12.18745,1.293504e-13,0,0,0.8815559
"299",12.41667,3.603618,-1.700528,14.19059,11.5784,19.87176,9.818176,0.03000015
"300",12.45833,3.616915,-1.915336,16.80044,115.4913,141.3999,89.48404,0.01846398
"301",12.5,5.064583,-1.30548,17.61065,287.1736,310.9951,224.9635,0.2123663
"302",12.54167,5.928031,-1.093965,18.33383,471.8061,505.037,385.2447,0.3255001
"303",12.58333,5.637168,-1.323586,20.02082,642.9396,643.0309,450.9904,0.223994
"304",12.625,5.403646,-1.633041,24.37782,783.9656,794.9914,608.7649,0.1746448
"305",12.66667,5.589799,-1.568846,25.03828,882.2814,964.6269,830.7279,0.3176568
"306",12.70833,5.987866,-1.519464,25.48626,928.6315,995.7244,877.8627,0.1230525
"307",12.75,6.40754,-1.549093,25.40947,920.0346,1009.308,895.0682,0.1807181
"308",12.79167,6.779014,-1.567199,25.42739,859.0514,947.1938,830.7279,0.01080372
"309",12.83333,7.230268,-1.440455,25.32755,747.7305,812.5455,690.5577,0.03384554
"310",12.875,7.679859,-1.308772,23.68792,595.6199,633.0345,506.6711,0.05691789
"311",12.91667,7.535258,-1.518641,21.67709,416.8407,456.8692,360.4809,0.4245647
"312",12.95833,6.650203,-1.952372,20.54817,231.9704,284.8353,216.2088,0.5199823
"313",13,5.819996,-2.204215,19.98882,72.74454,98.93558,63.56177,0.06543268
"314",13.04167,4.884248,-2.481572,19.56388,1.865714,5.018325,1.728151,0.01153617
"315",13.08333,4.370666,-2.749875,18.60646,1.293504e-13,0,0,0.04309279
"316",13.125,4.334932,-3.006657,15.74191,1.293504e-13,0,0,0.17083
"317",13.16667,3.878692,-3.299651,15.63439,1.293504e-13,0,0,0.2154182
"318",13.20833,3.66927,-3.458493,15.48975,1.293504e-13,0,0,0.416935
"319",13.25,3.928554,-3.578653,15.31056,1.293504e-13,0,0,0.7169518
"320",13.29167,4.280914,-3.702929,15.18768,1.293504e-13,0,0,0.895381
"321",13.33333,4.472884,-4.018145,14.98033,1.293504e-13,0,0,0.9669174
"322",13.375,4.699757,-4.239536,12.66104,1.293504e-13,0,0,0.9899898
"323",13.41667,4.510281,-4.66339,15.26704,10.70042,11.34666,0.1519254,1
"324",13.45833,3.65265,-5.794216,15.17616,113.022,75.41596,0.3798134,1
"325",13.5,3.528825,-6.012315,15.39888,282.6373,116.3284,15.62932,0.9830925
"326",13.54167,4.969845,-5.237856,15.58831,461.9105,172.0943,11.12853,0.8184579
"327",13.58333,9.168248,-4.101269,16.547,628.2516,445.583,124.8257,0.7369417
"328",13.625,9.389304,-2.770451,17.03723,767.2107,561.5284,324.6075,0.9023393
